@relation 1999Collisions-weka.filters.unsupervised.attribute.StringToNominal-Rlast-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last-weka.filters.unsupervised.attribute.StringToNominal-Rlast-weka.filters.unsupervised.attribute.StringToNominal-Rlast-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last

@attribute C_YEAR {1999}
@attribute C_MNTH {1}
@attribute C_WDAY {1}
@attribute C_HOUR {0,1,2,3,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23}
@attribute C_SEV {1,2}
@attribute C_VEHS {01,02,03,05,04,06,08,07,09,10}
@attribute C_CONF {UU,QQ,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41}
@attribute C_RCFG {UU,QQ,01,02,03,05,04,06,08,07,09,10}
@attribute C_WTHR {1,2,3,4,5,6,7,8,U,Q}
@attribute C_RSUR {1,2,3,4,5,6,7,8,U,Q}
@attribute C_RALN {1,2,3,4,5,6,7,8,U,Q}
@attribute C_TRAF {UU,QQ,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41}
@attribute V_ID {01,02,03,04,05,06,99}
@attribute V_TYPE {NN,UU,QQ,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41}
@attribute V_YEAR {NNNN,UUUU,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1990,1991,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1992,1993,1994,1995,1996,1997,1998,1999}
@attribute P_ID {01,02,03,04,05,06,11,13,23,99}
@attribute P_SEX {M,F,U,N}
@attribute P_AGE {UU,QQ,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,77,76,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99}
@attribute P_PSN {UU,QQ,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,96,99}
@attribute P_ISEV {1,2,3,U}
@attribute P_SAFE {UU,02,NN,01,13,12,09,QQ,10,11}
@attribute P_USER {1,2,3,,4,5,6,7,8,9,U}
@attribute C_CASE {752,753,820,932,992,1067,1243,1266,1331,1677,1689,1719,1759,1980,2003,2005,2030,2035,2040,2335,2479,2541,2667,2858,2874,2890,2951,2954,2955,2956,3075,3224,3248,3284,3414,3499,3518,3519,3544,3545,3585,3627,3789,3793,3814,3903,3938,3939,3940,3948,4214,4216,4227,4330,4332,4335,4403,4668,4754,4842,4888,5049,5053,5213,5392,5403,5409,5681,5776,5830,5834,5835,5840,5848,5850,5865,5887,6001,7752,7791,7882,8294,8430,8465,8495,8516,8583,8654,8682,8683,8875,8883,8900,8990,8996,8998,9088,9118,9295,9403,9429,9656,9690,9957,9958,10058,10110,10171,10238,10245,10267,10906,11338,11339,11404,11405,11569,11572,11755,11899,12049,12137,12138,12201,12209,12212,12213,12389,12392,12395,12506,12508,12604,12931,13262,13513,13771,14026,14027,14268,14269,14401,14402,14542,14543,14544,14653,14654,14824,15259,15263,15264,15391,15602,15801,15804,15889,16026,16032,16378,16382,16541,16546,16710,16712,16836,16842,17022,17024,17028,17196,17198,17202,17457,17601,17812,17946,17947,18146,18153,19187,19188,19189,19190,19208,19209,19210,19211,19231,19239,19807,19957,19970,20286,20414,20571,20702,20705,20921,20923,21293,21388,21419,21572,21626,21629,21788,21852,21853,21855,22123,22136,22656,22974,22976,23272,23334,23337,23417,23418,23437,23438,23439,23451,24127,24135,24286,24287,24288,24298,24303,24304,24633,25001,25004,25008,25009,25450,25451,25452,25464,25465,25472,25473,25928,26003,26009,26334,26498,26503,26504,26966,26967,27256,27448,27455,27457,27659,27903,27904,28117,28179,28180,28183,28310,28460,28466,28473,28704,29208,29291,29383,29418,29456,29457,29462,29730,29831,29835,30109,30111,30159}

@data
1999,1,1,12,1,01,01,02,1,1,1,06,99,NN,NNNN,01,M,15,99,3,UU,3,5840
1999,1,1,12,2,01,01,UU,4,2,1,06,01,01,1990,01,U,77,11,1,UU,1,8900
1999,1,1,12,2,01,01,UU,4,2,1,06,99,NN,NNNN,01,M,25,99,2,NN,3,8900
1999,1,1,12,2,01,03,UU,1,3,4,18,01,01,1994,01,M,53,11,2,02,1,9118
1999,1,1,12,2,01,03,UU,1,3,4,18,01,01,1994,02,F,49,13,2,02,2,9118
1999,1,1,12,2,01,03,UU,1,3,4,18,01,01,1994,03,M,19,23,2,02,2,9118
1999,1,1,12,2,02,34,UU,1,5,1,18,01,01,1991,01,M,26,11,2,02,1,9295
1999,1,1,12,2,02,34,UU,1,5,1,18,02,01,1997,01,U,82,11,1,UU,1,9295
1999,1,1,12,2,02,34,02,1,2,1,18,01,01,1992,01,M,51,11,2,02,1,10110
1999,1,1,12,2,02,34,02,1,2,1,18,02,01,1989,01,U,48,11,1,UU,1,10110
1999,1,1,12,2,02,35,02,4,3,1,03,01,01,1998,01,F,28,11,2,02,1,11338
1999,1,1,12,2,02,35,02,4,3,1,03,02,01,1994,01,M,31,11,U,UU,1,11338
1999,1,1,12,2,02,41,QQ,1,3,3,18,01,07,1985,01,M,30,11,U,UU,1,12137
1999,1,1,12,2,02,41,QQ,1,3,3,18,02,01,1992,01,M,47,11,U,UU,1,12137
1999,1,1,12,2,02,41,QQ,1,3,3,18,02,01,1992,02,F,64,23,2,01,2,12137
1999,1,1,12,2,01,01,02,1,1,1,01,01,01,1994,01,F,52,11,U,UU,1,12213
1999,1,1,12,2,01,01,02,1,1,1,01,99,NN,NNNN,01,F,70,99,2,UU,3,12213
1999,1,1,12,2,01,06,QQ,1,5,2,18,01,07,1996,01,M,35,11,2,01,1,13262
1999,1,1,12,2,04,35,02,1,3,1,01,01,01,1985,01,M,86,11,1,02,1,14543
1999,1,1,12,2,04,35,02,1,3,1,01,02,01,1992,01,M,44,11,2,02,1,14543
1999,1,1,12,2,04,35,02,1,3,1,01,03,06,1998,01,M,55,11,1,02,1,14543
1999,1,1,12,2,04,35,02,1,3,1,01,04,01,1985,01,M,37,11,2,02,1,14543
1999,1,1,12,2,02,33,02,1,1,1,01,01,01,1989,01,M,19,11,1,02,1,17028
1999,1,1,12,2,02,33,02,1,1,1,01,02,01,1984,01,F,43,11,2,02,1,17028
1999,1,1,12,2,02,33,02,1,1,1,01,02,01,1984,02,U,UU,13,1,02,2,17028
1999,1,1,12,2,02,21,01,1,3,1,18,01,01,1994,01,M,44,11,1,02,1,19187
1999,1,1,12,2,02,21,01,1,3,1,18,01,01,1994,02,U,UU,13,1,02,2,19187
1999,1,1,12,2,02,21,01,1,3,1,18,02,01,1985,01,M,34,11,1,02,1,19187
1999,1,1,12,2,02,21,01,1,3,1,18,02,01,1985,02,M,12,21,2,02,2,19187
1999,1,1,12,2,02,21,01,1,3,1,18,02,01,1985,03,U,UU,23,1,02,2,19187
1999,1,1,12,2,02,33,01,1,3,1,18,01,01,1995,01,M,48,11,2,02,1,20571
1999,1,1,12,2,02,33,01,1,3,1,18,02,01,1987,01,M,25,11,2,02,1,20571
1999,1,1,12,2,01,06,QQ,7,3,1,18,01,06,1987,01,M,34,11,2,02,1,22123
1999,1,1,12,2,02,36,02,1,3,2,18,01,01,1991,01,F,19,11,2,02,1,24288
1999,1,1,12,2,02,36,02,1,3,2,18,02,01,1990,01,M,35,11,1,02,1,24288
1999,1,1,12,2,02,36,02,1,3,2,18,02,01,1990,02,F,35,13,2,02,2,24288
1999,1,1,12,2,02,35,02,1,1,1,03,01,01,1991,01,M,21,11,2,02,1,26967
1999,1,1,12,2,02,35,02,1,1,1,03,02,01,1986,01,F,19,11,U,UU,1,26967
1999,1,1,12,2,02,35,02,1,5,1,18,01,06,1994,01,F,57,11,U,UU,1,28460
1999,1,1,12,2,02,35,02,1,5,1,18,02,01,1989,01,F,39,11,2,02,1,28460
1999,1,1,12,2,01,01,QQ,1,3,1,18,01,01,1987,01,M,34,11,U,UU,1,29208
1999,1,1,12,2,01,01,QQ,1,3,1,18,99,NN,NNNN,01,F,02,99,2,UU,3,29208
1999,1,1,12,2,02,35,01,1,1,1,03,01,01,1999,01,F,21,11,2,02,1,29383
1999,1,1,12,2,02,35,01,1,1,1,03,02,06,1995,01,M,50,11,1,02,1,29383
1999,1,1,12,2,02,35,02,3,2,1,03,01,06,1996,01,M,37,11,1,02,1,29831
1999,1,1,12,2,02,35,02,3,2,1,03,02,01,1994,01,F,43,11,2,02,1,29831
1999,1,1,12,2,02,35,02,3,2,1,03,02,01,1994,02,F,12,13,2,02,2,29831
1999,1,1,12,2,02,35,02,3,2,1,03,02,01,1994,03,F,11,23,2,02,2,29831
1999,1,1,10,2,01,03,QQ,1,2,1,18,01,01,1998,01,M,65,11,2,02,1,2479
1999,1,1,10,2,01,04,UU,4,3,2,UU,01,01,1984,01,M,47,11,2,02,1,5403
1999,1,1,10,2,01,01,UU,1,5,3,18,01,01,1998,01,M,26,11,1,02,1,5776
1999,1,1,10,2,01,01,UU,1,5,3,18,01,01,1998,02,M,22,13,2,02,2,5776
1999,1,1,10,2,01,01,UU,1,5,3,18,01,01,1998,03,M,25,21,2,02,2,5776
1999,1,1,10,2,02,21,UU,1,1,2,18,01,01,1992,01,F,34,11,2,02,1,5830
1999,1,1,10,2,02,21,UU,1,1,2,18,02,01,1988,01,F,35,11,1,UU,1,5830
1999,1,1,10,2,01,04,UU,1,3,1,18,01,01,1990,01,M,20,11,2,02,1,8294
1999,1,1,10,2,02,21,02,1,2,1,06,01,06,1988,01,U,22,11,1,UU,1,8998
1999,1,1,10,2,02,21,02,1,2,1,06,02,01,1995,01,F,25,11,2,02,1,8998
1999,1,1,10,2,01,01,02,1,3,1,01,01,01,1990,01,M,60,11,U,UU,1,14542
1999,1,1,10,2,01,01,02,1,3,1,01,99,NN,NNNN,01,M,56,99,2,UU,3,14542
1999,1,1,10,2,03,35,02,1,3,1,01,01,01,1990,01,M,37,11,2,02,1,15391
1999,1,1,10,2,03,35,02,1,3,1,01,02,06,1998,01,M,42,11,U,UU,1,15391
1999,1,1,10,2,03,35,02,1,3,1,01,03,06,1988,01,U,UU,11,U,UU,1,15391
1999,1,1,10,2,02,35,02,1,1,1,03,01,01,1995,01,M,28,11,2,02,1,15804
1999,1,1,10,2,02,35,02,1,1,1,03,02,01,1990,01,F,25,11,1,02,1,15804
1999,1,1,10,2,02,35,02,1,1,1,03,02,01,1990,02,U,UU,13,1,02,2,15804
1999,1,1,10,2,01,01,UU,2,3,1,18,01,01,UUUU,01,U,UU,11,U,UU,1,16842
1999,1,1,10,2,01,01,UU,2,3,1,18,99,NN,NNNN,01,F,29,99,2,UU,3,16842
1999,1,1,10,2,02,21,02,1,3,1,01,01,07,1995,01,M,37,11,1,02,1,17024
1999,1,1,10,2,02,21,02,1,3,1,01,02,01,1994,01,F,51,11,2,02,1,17024
1999,1,1,10,2,01,04,01,1,2,1,18,01,01,1998,01,F,48,11,2,02,1,19208
1999,1,1,10,2,02,36,01,3,2,2,18,01,01,1990,01,F,42,11,2,02,1,23451
1999,1,1,10,2,02,36,01,3,2,2,18,01,01,1990,02,F,45,13,2,02,2,23451
1999,1,1,10,2,02,36,01,3,2,2,18,02,01,1989,01,M,29,11,1,02,1,23451
1999,1,1,10,2,02,35,02,2,3,1,01,01,06,1997,01,M,54,11,1,02,1,25450
1999,1,1,10,2,02,35,02,2,3,1,01,02,01,1993,01,M,53,11,2,02,1,25450
1999,1,1,10,2,02,35,02,2,3,1,01,02,01,1993,02,F,49,13,2,02,2,25450
1999,1,1,23,2,01,02,QQ,1,5,1,10,01,01,1997,01,M,25,11,2,02,1,2667
1999,1,1,23,2,01,02,QQ,1,5,1,10,01,01,1997,02,M,UU,13,2,02,2,2667
1999,1,1,23,1,01,04,UU,1,1,4,18,01,06,1997,01,M,44,11,3,02,1,2858
1999,1,1,23,2,01,03,UU,1,5,4,18,01,01,1993,01,F,23,11,2,02,1,5409
1999,1,1,23,2,01,01,01,1,1,1,18,01,01,1990,01,M,53,11,U,UU,1,11572
1999,1,1,23,2,01,01,01,1,1,1,18,99,NN,NNNN,01,F,17,99,2,UU,3,11572
1999,1,1,23,2,01,02,01,1,1,1,18,01,06,1993,01,M,54,11,2,02,1,25001
1999,1,1,0,2,01,01,UU,1,2,3,18,01,01,1986,01,M,36,11,2,02,1,2874
1999,1,1,0,2,01,01,01,6,3,2,18,01,01,UUUU,01,U,UU,11,U,UU,1,24135
1999,1,1,0,2,01,01,01,6,3,2,18,99,NN,NNNN,01,M,38,99,2,UU,3,24135
1999,1,1,0,2,01,06,01,2,5,3,18,01,QQ,1997,01,M,33,11,2,01,U,26503
1999,1,1,0,2,01,06,01,2,5,3,18,01,QQ,1997,02,U,UU,13,1,01,U,26503
1999,1,1,0,2,02,41,01,1,5,1,18,01,01,1994,01,M,25,11,2,02,1,27455
1999,1,1,0,2,02,41,01,1,5,1,18,01,01,1994,02,U,UU,13,1,02,2,27455
1999,1,1,0,2,02,41,01,1,5,1,18,02,07,1996,01,U,UU,11,U,UU,1,27455
1999,1,1,6,2,01,04,UU,1,5,4,18,01,01,1995,01,F,28,11,2,02,1,2956
1999,1,1,6,2,01,04,UU,1,5,4,18,01,01,1995,02,M,26,13,1,02,2,2956
1999,1,1,6,2,02,33,02,1,1,1,01,01,01,1990,01,F,38,11,2,02,1,12212
1999,1,1,6,2,02,33,02,1,1,1,01,01,01,1990,02,M,32,12,2,02,2,12212
1999,1,1,6,2,02,33,02,1,1,1,01,02,01,1997,01,F,62,11,2,02,1,12212
1999,1,1,6,2,03,21,01,1,3,1,18,01,01,1985,01,M,20,11,1,02,1,24286
1999,1,1,6,2,03,21,01,1,3,1,18,02,01,1994,01,M,46,11,2,02,1,24286
1999,1,1,6,2,03,21,01,1,3,1,18,02,01,1994,02,U,UU,13,1,02,2,24286
1999,1,1,6,2,03,21,01,1,3,1,18,03,06,1987,01,M,42,11,1,02,1,24286
1999,1,1,7,2,01,04,UU,1,5,2,18,01,01,1995,01,M,UU,11,2,02,1,4214
1999,1,1,7,2,01,04,05,1,5,1,18,01,06,1994,01,F,50,11,2,02,1,7791
1999,1,1,7,2,01,03,UU,1,5,2,18,01,01,1965,01,F,29,11,2,02,1,8495
1999,1,1,7,2,01,03,UU,1,5,2,18,01,01,1965,02,F,26,13,2,02,2,8495
1999,1,1,7,2,01,03,UU,1,5,2,18,01,01,1965,03,F,10,21,2,02,2,8495
1999,1,1,7,2,02,31,UU,1,3,2,01,01,06,1999,01,U,55,11,1,UU,1,8683
1999,1,1,7,2,02,31,UU,1,3,2,01,02,01,1990,01,F,23,11,2,02,1,8683
1999,1,1,7,2,02,31,UU,1,3,2,01,02,01,1990,02,F,20,13,2,02,2,8683
1999,1,1,7,2,02,31,UU,1,3,2,01,02,01,1990,03,F,20,23,2,02,2,8683
1999,1,1,7,2,02,31,UU,1,5,1,18,01,01,1998,01,F,22,11,2,02,1,8883
1999,1,1,7,2,02,31,UU,1,5,1,18,01,01,1998,02,F,23,13,2,02,2,8883
1999,1,1,7,2,02,31,UU,1,5,1,18,02,01,1998,01,F,34,11,2,02,1,8883
1999,1,1,7,2,02,35,02,4,3,1,18,01,20,1977,01,M,49,11,U,UU,U,12389
1999,1,1,7,2,02,35,02,4,3,1,18,02,01,1988,01,M,85,11,2,02,1,12389
1999,1,1,7,2,02,21,01,1,2,1,18,01,01,1988,01,F,33,11,2,02,1,17457
1999,1,1,7,2,02,21,01,1,2,1,18,02,01,1989,01,F,19,11,2,02,1,17457
1999,1,1,7,2,02,21,01,1,2,1,18,02,01,1989,02,M,19,13,2,02,2,17457
1999,1,1,7,2,01,01,02,1,3,1,18,01,11,1981,01,M,44,11,U,UU,1,17946
1999,1,1,7,2,01,01,02,1,3,1,18,99,NN,NNNN,01,F,13,99,2,UU,3,17946
1999,1,1,7,2,02,35,01,6,2,1,18,01,06,1985,01,F,47,11,2,02,1,20702
1999,1,1,7,2,02,35,01,6,2,1,18,02,01,1997,01,M,39,11,2,02,1,20702
1999,1,1,7,2,02,35,02,1,5,1,01,01,01,1993,01,M,58,11,U,UU,1,21293
1999,1,1,7,2,02,35,02,1,5,1,01,02,01,1991,01,F,54,11,2,02,1,21293
1999,1,1,7,2,02,33,02,2,3,1,18,01,01,1992,01,F,54,11,2,02,1,22976
1999,1,1,7,2,02,33,02,2,3,1,18,02,01,1988,01,M,51,11,2,UU,1,22976
1999,1,1,7,2,01,01,02,1,1,1,18,01,11,1997,01,M,46,11,U,UU,1,25472
1999,1,1,7,1,01,01,02,1,1,1,UU,01,01,1986,01,M,19,11,1,02,1,27256
1999,1,1,7,2,02,21,01,1,5,1,18,01,01,1993,01,M,28,11,U,UU,1,28473
1999,1,1,7,2,02,21,01,1,5,1,18,02,06,1997,01,M,44,11,2,02,1,28473
1999,1,1,7,2,02,UU,01,2,3,1,18,01,20,1979,01,M,26,11,1,02,U,29456
1999,1,1,7,2,02,UU,01,2,3,1,18,02,11,1995,01,F,52,11,2,02,1,29456
1999,1,1,21,2,02,31,02,1,3,1,01,01,06,1987,01,F,35,11,2,02,1,14027
1999,1,1,21,2,02,31,02,1,3,1,01,01,06,1987,02,F,49,13,2,02,2,14027
1999,1,1,21,2,02,31,02,1,3,1,01,01,06,1987,03,M,36,23,2,02,2,14027
1999,1,1,21,2,02,31,02,1,3,1,01,02,01,1991,01,M,51,11,2,02,1,14027
1999,1,1,21,2,01,04,01,2,3,1,18,01,01,1991,01,F,19,11,2,02,1,23334
1999,1,1,21,2,01,04,01,2,3,1,18,01,01,1991,02,F,18,13,2,02,2,23334
1999,1,1,21,2,01,04,01,2,3,1,18,01,01,1991,03,F,18,23,2,02,2,23334
1999,1,1,5,2,02,01,02,3,2,4,18,01,06,1995,01,M,34,11,1,02,1,5053
1999,1,1,5,2,02,01,02,3,2,4,18,01,06,1995,02,M,30,13,1,02,2,5053
1999,1,1,5,2,02,01,02,3,2,4,18,02,01,1989,01,U,UU,11,1,UU,1,5053
1999,1,1,5,2,02,35,01,1,2,1,18,01,01,1991,01,M,75,11,2,02,1,12049
1999,1,1,5,2,02,35,01,1,2,1,18,02,08,1999,01,M,37,11,1,02,1,12049
1999,1,1,5,2,02,21,02,4,3,1,01,01,01,1987,01,F,23,11,2,02,1,16836
1999,1,1,5,2,02,21,02,4,3,1,01,01,01,1987,02,F,23,13,2,02,2,16836
1999,1,1,5,2,02,21,02,4,3,1,01,02,06,1992,01,M,55,11,1,02,1,16836
1999,1,1,22,2,02,21,02,1,3,1,18,01,01,1992,01,U,79,11,1,UU,1,8996
1999,1,1,22,2,02,21,02,1,3,1,18,02,01,1998,01,F,30,11,2,02,1,8996
1999,1,1,22,2,02,21,02,1,3,1,18,02,01,1998,02,F,51,13,2,02,2,8996
1999,1,1,22,2,02,21,02,1,3,1,18,02,01,1998,03,M,41,21,2,02,2,8996
1999,1,1,22,2,02,21,02,1,3,1,18,02,01,1998,04,F,63,23,2,02,2,8996
1999,1,1,22,1,01,02,01,1,1,1,18,01,01,1991,01,M,74,11,3,02,1,15264
1999,1,1,22,2,02,21,02,1,U,1,01,01,01,UUUU,01,U,UU,11,U,UU,1,17196
1999,1,1,22,2,02,21,02,1,U,1,01,02,01,1993,01,F,44,11,2,02,1,17196
1999,1,1,22,2,01,01,01,2,3,1,18,01,01,1989,01,M,53,11,U,UU,1,17812
1999,1,1,3,2,01,02,01,1,5,3,18,01,01,1995,01,M,32,11,2,02,1,12931
